City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
331,Wanaka,NZ,-44.7,169.15,66.43,40,91,2.37,overcast clouds
332,Sorland,NO,67.667,12.6934,40.84,52,100,4.41,overcast clouds
333,Verkhnyaya Toyma,RU,62.2349,44.9985,38.91,97,100,9.84,overcast clouds
334,Morwell,AU,-38.2333,146.4,61.92,82,100,5.19,overcast clouds
335,Suzun,RU,53.7841,82.3116,37.62,53,92,16.37,overcast clouds
336,Esperance,AU,-33.8667,121.9,62.44,54,9,9.62,clear sky
337,Xining,CN,36.6167,101.7667,44.2,66,38,1.1,scattered clouds
338,Pisco,PE,-13.7,-76.2167,61.02,87,9,0.67,clear sky
339,Envira,BR,-7.3,-70.2167,74.41,92,35,2.21,scattered clouds
340,Ishinomaki,JP,38.4167,141.3,49.96,75,67,16.87,broken clouds
341,Izumo,JP,35.3667,132.7667,62.55,51,40,13.8,scattered clouds
342,Port Hedland,AU,-20.3167,118.5667,100.45,10,0,12.66,clear sky
343,Manokwari,ID,-0.8667,134.0833,83.41,72,21,13.49,few clouds
344,Geraldton,AU,-28.7667,114.6,77.13,33,0,11.5,clear sky
345,Chernyshevskiy,RU,63.0128,112.4714,33.22,85,83,6.29,broken clouds
346,Bharatpur,IN,27.2167,77.4833,72.12,63,0,6.4,clear sky
347,Sao Filipe,CV,14.8961,-24.4956,80.47,65,0,4.16,clear sky
348,Tarko-Sale,RU,64.9225,77.785,27.18,96,94,12.06,overcast clouds
349,Mana,GF,5.6592,-53.7767,77.83,89,96,11.05,overcast clouds
350,Saurimo,AO,-9.6608,20.3916,64.17,97,24,3.53,few clouds
351,Burnie,AU,-41.0667,145.9167,57.94,68,89,5.08,overcast clouds
352,Dzhebariki-Khaya,RU,62.2167,135.8,20.61,90,98,2.53,overcast clouds
353,Albina,SR,5.5,-54.05,73.09,99,74,2.28,broken clouds
354,Teknaf,BD,20.8624,92.3058,77.92,76,100,2.71,overcast clouds
355,Olkhovatka,RU,50.2831,39.2872,52.86,56,100,4.88,overcast clouds
356,Oranjemund,NA,-28.55,16.4333,56.82,81,0,16.64,clear sky
357,Kaitangata,NZ,-46.2817,169.8464,60.67,61,99,6.4,overcast clouds
358,Moss Point,US,30.4116,-88.5345,72.05,97,0,2.75,clear sky
359,Lerum,SE,57.7745,12.2697,48.02,73,0,9.22,clear sky
360,Blagoyevo,RU,63.3667,47.9167,35.38,95,100,9.04,overcast clouds
361,Ust-Kut,RU,56.7938,105.7672,38.25,64,100,2.93,overcast clouds
362,Komsomolets,KZ,53.7453,62.0708,45.3,75,100,17.13,overcast clouds
363,Bajil,YE,15.0584,43.2851,82.47,76,92,4.72,overcast clouds
364,Cabo San Lucas,MX,22.8909,-109.9124,81.61,76,0,4.0,clear sky
365,Yerofey Pavlovich,RU,53.9667,121.9667,41.13,57,10,2.39,clear sky
366,Mahibadhoo,MV,3.7833,72.9667,82.26,70,47,13.67,scattered clouds
367,Wattegama,LK,6.7989,81.4808,74.32,82,30,4.12,scattered clouds
368,Kitami,JP,43.8031,143.8908,47.12,80,98,10.16,overcast clouds
369,Ilhabela,BR,-23.7781,-45.3581,67.06,87,42,8.37,scattered clouds
370,Kokstad,ZA,-30.5472,29.4241,52.27,41,66,4.16,broken clouds
371,Whitehorse,CA,60.7161,-135.0538,42.31,75,100,15.01,overcast clouds
372,Nouadhibou,MR,20.931,-17.0347,70.2,78,73,15.5,broken clouds
373,Caravelas,BR,-17.7125,-39.2481,73.56,85,97,6.11,overcast clouds
374,Gorno-Altaysk,RU,51.9561,85.955,33.28,76,14,4.47,few clouds
375,Maldonado,UY,-34.6667,-54.9167,58.39,98,100,8.5,heavy intensity rain
376,Vizinga,RU,61.0749,50.1031,40.87,78,76,13.15,broken clouds
377,Escanaba,US,45.7453,-87.0646,44.2,87,100,5.3,overcast clouds
378,Never,FR,46.9896,3.159,44.35,81,69,1.48,broken clouds
379,Cedar City,US,37.6775,-113.0619,58.17,22,1,12.66,clear sky
380,Takoradi,GH,4.8845,-1.7554,77.09,88,100,6.17,overcast clouds
381,Qandala,SO,11.472,49.8728,77.14,60,94,1.25,overcast clouds
382,Wakkanai,JP,45.4094,141.6739,47.26,55,16,6.26,few clouds
383,Priupskiy,RU,53.9096,37.736,41.85,68,100,15.17,overcast clouds
384,Mikhaylovka,RU,50.06,43.2379,49.6,85,100,7.76,overcast clouds
385,Kitimat,CA,54.0524,-128.6534,44.91,28,100,0.54,light rain
386,Bubaque,GW,11.2833,-15.8333,82.76,76,67,11.39,light rain
387,Myronivka,UA,49.6601,30.9823,48.07,73,22,9.24,few clouds
388,Alofi,NU,-19.0595,-169.9187,74.17,62,100,17.4,overcast clouds
389,Muzaffarnagar,IN,29.4667,77.6833,67.39,66,0,6.02,clear sky
390,Fairbanks,US,64.8378,-147.7164,32.49,88,100,2.71,overcast clouds
391,Imbituba,BR,-28.24,-48.6703,68.83,93,3,11.56,clear sky
392,Coro,VE,11.4045,-69.6734,79.83,84,11,15.17,few clouds
393,Campbell River,CA,50.0163,-125.2446,51.6,91,100,1.01,overcast clouds
394,Kiboga,UG,0.9161,31.7742,59.99,98,52,2.13,broken clouds
395,Vila,PT,42.0304,-8.1588,48.33,92,1,3.74,clear sky
396,Slave Lake,CA,55.2834,-114.769,44.35,48,100,10.65,overcast clouds
397,Viedma,AR,-40.8135,-62.9967,44.91,84,0,8.52,clear sky
398,Loukhi,RU,66.0764,33.0381,27.37,81,98,11.92,overcast clouds
399,Chitungwiza,ZW,-18.0127,31.0756,64.45,55,17,6.38,few clouds
400,La Palma,US,33.8464,-118.0467,68.41,81,1,3.0,clear sky
401,Tairua,NZ,-37.0167,175.85,59.09,73,100,16.04,overcast clouds
402,Bonavista,CA,48.6499,-53.1147,53.11,81,100,6.53,overcast clouds
403,Asosa,ET,10.0667,34.5333,60.24,62,56,5.73,broken clouds
404,Coos Bay,US,43.3665,-124.2179,57.18,91,90,9.22,overcast clouds
405,San Rafael Del Sur,NI,11.8485,-86.4384,76.42,88,98,4.07,overcast clouds
406,High Level,CA,58.5169,-117.136,43.32,52,100,10.78,overcast clouds
407,Brora,GB,58.0099,-3.8518,46.72,82,100,7.29,overcast clouds
408,Kurilsk,RU,45.2333,147.8833,46.15,61,98,2.98,moderate rain
409,Gao,ML,16.6362,1.637,90.0,22,83,7.43,broken clouds
410,Comodoro Rivadavia,AR,-45.8667,-67.5,55.08,39,100,33.06,overcast clouds
411,Quang Ngai,VN,15.1167,108.8,77.18,92,100,12.26,heavy intensity rain
412,Tsumeb,NA,-19.2333,17.7167,68.63,23,5,0.74,clear sky
413,Lucapa,AO,-8.4192,20.7447,64.81,99,66,3.18,broken clouds
414,Bara,NG,10.3744,10.7288,76.48,74,62,3.67,light rain
415,Estevan,CA,49.1334,-102.9842,34.14,46,0,13.8,clear sky
416,Liling,CN,27.6667,113.5,61.68,68,80,5.12,broken clouds
417,Ust-Koksa,RU,50.2696,85.6108,27.36,74,7,3.2,clear sky
418,Luderitz,NA,-26.6481,15.1594,54.84,87,0,7.58,clear sky
419,Kangaba,ML,11.9333,-8.4167,75.6,87,98,1.14,overcast clouds
420,Sistranda,NO,63.7256,8.834,45.9,63,99,23.69,overcast clouds
421,Kalispell,US,48.1958,-114.3129,51.17,81,90,1.99,overcast clouds
422,Flin Flon,CA,54.7682,-101.865,34.16,77,100,7.92,overcast clouds
423,Torre-Pacheco,ES,37.7429,-0.954,63.12,75,0,6.91,clear sky
424,Flinders,AU,-34.5833,150.8552,83.21,71,50,5.99,scattered clouds
425,Acajutla,SV,13.5928,-89.8275,79.68,84,88,6.06,overcast clouds
426,Yatou,CN,37.15,122.3833,57.88,47,100,5.17,overcast clouds
427,Kapit,MY,2.0167,112.9333,81.21,81,90,1.86,overcast clouds
428,Lipari,IT,38.4674,14.954,72.32,74,10,2.66,clear sky
429,Beyla,GN,8.6833,-8.6333,66.6,98,82,3.11,broken clouds
430,Atar,MR,20.5169,-13.0499,76.89,21,100,6.46,overcast clouds
431,Hokitika,NZ,-42.7167,170.9667,60.93,66,100,8.39,overcast clouds
432,Pangnirtung,CA,66.1451,-65.7125,24.3,58,86,8.08,overcast clouds
433,Sal,JO,32.5694,35.9119,60.57,82,0,5.01,clear sky
434,Leningradskiy,RU,69.3833,178.4167,4.73,85,44,8.63,scattered clouds
435,Bandarbeyla,SO,9.4942,50.8122,76.5,81,57,3.33,broken clouds
436,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,37.99,70,75,4.47,broken clouds
437,Itaituba,BR,-4.2761,-55.9836,74.61,97,100,1.28,heavy intensity rain
438,Veraval,IN,20.9,70.3667,77.97,68,30,8.03,scattered clouds
439,Tarakan,ID,3.3,117.6333,78.3,89,90,2.3,overcast clouds
440,Aquiraz,BR,-3.9014,-38.3911,81.18,83,18,8.28,few clouds
441,Ilulissat,GL,69.2167,-51.1,19.42,58,98,11.5,overcast clouds
442,Trairi,BR,-3.2778,-39.2689,79.43,81,99,8.3,overcast clouds
443,Ust-Ishim,RU,57.6935,71.1665,42.93,94,100,12.8,moderate rain
444,Palmer,US,42.1584,-72.3287,57.54,66,75,5.75,broken clouds
445,Paamiut,GL,61.994,-49.6678,34.86,70,6,20.45,clear sky
446,Port Said,EG,31.2565,32.2841,73.42,63,13,12.93,few clouds
447,Hobyo,SO,5.3505,48.5268,78.76,79,40,7.92,light rain
448,Pangody,RU,65.85,74.4859,27.39,93,97,10.13,overcast clouds
449,Phan Thiet,VN,10.9333,108.1,83.35,73,89,1.45,overcast clouds
450,Altamira,BR,-3.2033,-52.2064,74.46,95,96,1.83,light rain
451,Meulaboh,ID,4.1363,96.1285,78.8,83,98,1.99,overcast clouds
452,Waingapu,ID,-9.6567,120.2641,87.84,52,16,3.24,few clouds
453,Smithers,CA,54.7804,-127.1743,42.06,91,100,2.17,overcast clouds
454,Saint-Augustin,CA,51.226,-58.6502,43.39,68,100,10.27,overcast clouds
455,Songjianghe,CN,42.1859,127.479,45.73,39,0,3.04,clear sky
456,Ghanzi,BW,-21.5667,21.7833,68.16,19,0,7.34,clear sky
457,Novikovo,RU,51.1537,37.8879,45.72,65,55,7.99,broken clouds
458,Jasper,US,37.2001,-94.3502,62.65,64,40,1.01,scattered clouds
459,Ust-Kuyga,RU,70.0167,135.6,-7.06,99,92,1.88,overcast clouds
460,Salalah,OM,17.0151,54.0924,74.12,75,78,3.22,broken clouds
461,Bida,NG,9.0833,6.0167,75.49,90,100,5.3,overcast clouds
462,Seddon,AU,-37.8068,144.8916,58.98,76,90,5.01,overcast clouds
463,Nuuk,GL,64.1835,-51.7216,29.01,50,0,29.93,clear sky
464,Matara,LK,5.9485,80.5353,80.35,75,98,5.95,overcast clouds
465,Quatre Cocos,MU,-20.2078,57.7625,73.09,82,69,12.08,broken clouds
466,Hay River,CA,60.8156,-115.7999,41.45,58,39,16.37,scattered clouds
467,Shasta Lake,US,40.6804,-122.3708,57.56,87,100,2.42,overcast clouds
468,Plymouth,US,41.8334,-70.8328,61.72,91,51,5.61,broken clouds
469,Shangrao,CN,28.4532,117.9686,54.72,82,100,6.04,overcast clouds
470,Altay,CN,47.8667,88.1167,35.64,80,100,3.76,overcast clouds
471,Forio,IT,40.7342,13.8646,68.32,81,22,4.14,few clouds
472,Belaya Gora,RU,68.5333,146.4167,-4.67,87,51,1.03,broken clouds
473,Breves,BR,-1.6822,-50.4803,76.62,85,98,2.48,overcast clouds
474,Fort Nelson,CA,58.8053,-122.7002,41.65,79,100,4.07,overcast clouds
475,Port-Cartier,CA,50.0334,-66.8654,48.42,93,100,7.65,overcast clouds
476,Jieshi,CN,22.8134,115.8257,66.94,72,96,9.4,overcast clouds
477,Kawalu,ID,-7.3817,108.2082,80.49,77,97,3.33,overcast clouds
478,Moose Factory,CA,51.2585,-80.6094,33.91,94,100,10.92,overcast clouds
479,Fasano,IT,40.8344,17.3584,67.08,70,39,3.78,scattered clouds
480,Vadso,NO,70.0744,29.7487,29.28,77,99,13.15,light snow
481,Pemangkat,ID,1.1667,108.9667,82.04,71,27,3.18,scattered clouds
482,Pekalongan,ID,-6.8886,109.6753,83.75,72,100,3.67,overcast clouds
483,Port Lincoln,AU,-34.7333,135.8667,60.28,52,9,16.96,clear sky
484,Impfondo,CG,1.6381,18.0667,71.11,91,93,1.83,overcast clouds
485,Harper,LR,4.375,-7.7169,76.5,89,81,7.34,moderate rain
486,Tselinnoye,RU,53.0833,85.6667,36.64,60,86,16.15,overcast clouds
487,Pinega,RU,64.7001,43.3936,29.28,90,100,8.63,snow
488,Ornes,NO,66.8689,13.7078,34.84,80,100,6.51,light snow
489,Gizo,SB,-8.103,156.8419,84.07,69,60,3.4,broken clouds
490,Hong Gai,VN,20.956,107.0946,67.91,73,100,4.18,overcast clouds
491,Ucluelet,CA,48.9329,-125.5528,54.09,88,100,1.01,overcast clouds
492,The Valley,AI,18.217,-63.0578,83.1,67,5,21.16,clear sky
493,Aripuana,BR,-9.1667,-60.6333,76.8,78,9,1.48,clear sky
494,Iquique,CL,-20.2208,-70.1431,60.84,74,46,2.1,scattered clouds
495,Pandan,PH,14.0453,124.1694,79.18,88,100,12.53,overcast clouds
496,Maningrida,AU,-12.0667,134.2667,92.07,48,21,11.25,few clouds
497,Fort Smith,US,35.3859,-94.3986,66.69,69,1,3.0,clear sky
498,Saint-Louis,SN,16.3333,-15.0,81.77,16,8,8.79,clear sky
499,Surt,LY,31.2089,16.5887,74.03,44,72,12.39,broken clouds
500,Varhaug,NO,58.6147,5.6457,44.89,60,98,21.83,overcast clouds
501,Eureka,US,40.8021,-124.1637,57.2,90,100,9.15,overcast clouds
502,Ginir,ET,7.1333,40.7,59.72,52,89,3.38,overcast clouds
503,Vila Do Maio,CV,15.1333,-23.2167,77.79,76,3,10.22,clear sky
504,Moyamba,SL,8.1667,-12.4333,73.15,99,100,1.54,moderate rain
505,Jejuri,IN,18.2833,74.1667,70.56,62,56,4.0,broken clouds
506,Jalu,LY,29.0331,21.5482,68.04,43,11,9.44,few clouds
507,Alta Floresta,BR,-9.8756,-56.0861,73.11,92,100,2.68,overcast clouds
508,Boyolangu,ID,-8.1181,111.8935,83.62,69,100,4.68,overcast clouds
509,Ninotsminda,GE,41.2646,43.5916,27.05,49,0,0.87,clear sky
510,Shestakovo,RU,56.4915,103.96,36.91,71,100,4.21,overcast clouds
511,Balkhash,KZ,46.844,74.9804,38.01,70,20,6.71,few clouds
512,Sinnamary,GF,5.3833,-52.95,78.04,89,91,11.16,overcast clouds
513,Chara,RU,56.9064,118.2631,38.07,53,81,1.97,broken clouds
514,Okhotsk,RU,59.3833,143.3,23.18,72,26,14.0,scattered clouds
515,Dongsheng,CN,39.8161,109.9776,43.41,49,9,14.54,clear sky
516,Mao,ES,39.8885,4.2658,64.96,63,20,23.02,few clouds
517,Banska Stiavnica,SK,48.4486,18.91,39.81,72,74,7.45,broken clouds
518,Makakilo City,US,21.3469,-158.0858,82.56,58,75,6.91,broken clouds
519,Norman Wells,CA,65.282,-126.8329,36.64,88,100,11.39,overcast clouds
520,Khomeyn,IR,33.6423,50.0789,44.15,48,0,3.53,clear sky
521,Bernau,DE,52.6798,13.5871,42.78,79,0,14.58,clear sky
522,Henties Bay,NA,-22.116,14.2845,58.86,86,0,5.5,clear sky
523,Tonj,SS,7.2737,28.6822,72.25,90,100,3.42,overcast clouds
524,Robertsport,LR,6.7533,-11.3686,77.4,86,100,5.19,moderate rain
525,Mirebalais,HT,18.8333,-72.1053,74.75,87,41,4.76,scattered clouds
526,La Ronge,CA,55.1001,-105.2842,34.02,80,75,11.5,broken clouds
527,Kandrian,PG,-6.2167,149.55,83.3,78,97,11.12,light rain
528,Katherine,AU,-14.4667,132.2667,93.52,46,40,3.44,scattered clouds
529,Cayenne,GF,4.9333,-52.3333,78.1,88,90,1.14,light rain
530,Boende,CD,-0.2167,20.8667,68.56,95,98,1.68,overcast clouds
531,Sumoto,JP,34.35,134.9,66.38,61,18,1.01,few clouds
532,Zakamensk,RU,50.3741,103.2863,37.53,43,6,2.39,clear sky
533,Zhangye,CN,38.9342,100.4517,50.14,32,36,3.02,scattered clouds
534,Paso De Los Toros,UY,-32.8167,-56.5167,61.03,70,100,10.02,overcast clouds
535,Bouna,CI,9.2667,-3.0,72.9,92,12,3.69,light rain
536,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,76.23,72,100,5.1,overcast clouds
537,Tagusao,PH,9.1924,117.8141,83.91,72,91,2.24,overcast clouds
538,Mwinilunga,ZM,-11.7358,24.4293,62.1,95,7,3.91,clear sky
539,Srednekolymsk,RU,67.45,153.6833,-1.53,89,54,1.16,broken clouds
540,Boda,CF,4.3189,17.4695,69.69,96,100,0.58,overcast clouds
541,Zhigansk,RU,66.7697,123.3711,19.35,95,96,4.68,overcast clouds
542,San Ramon De La Nueva Oran,AR,-23.1322,-64.326,81.34,42,0,3.0,clear sky
543,Shimoda,JP,34.6667,138.95,65.1,69,65,5.64,broken clouds
544,Ulagan,RU,50.6321,87.9563,32.18,88,97,1.52,overcast clouds
545,Saint-Remi,CA,45.2668,-73.6159,43.59,82,77,1.01,broken clouds
546,Shaunavon,CA,49.6501,-108.4181,44.38,48,63,18.41,broken clouds
547,Planadas,CO,3.197,-75.6451,66.58,93,91,5.03,overcast clouds
548,Ranong,TH,9.9658,98.6348,80.49,80,100,3.15,overcast clouds
549,Sangmelima,CM,2.9333,11.9833,66.54,100,100,1.9,light rain
550,Avera,US,33.194,-82.5271,63.72,61,73,7.23,broken clouds
551,Fort Dix,US,40.0298,-74.6185,60.62,78,1,0.0,clear sky
552,Sao Felix Do Xingu,BR,-6.6447,-51.995,72.84,99,100,0.81,overcast clouds
553,Bilma,NE,18.6853,12.9164,79.14,19,1,8.08,clear sky
554,Zhangjiakou,CN,40.81,114.8794,45.39,34,0,1.95,clear sky
555,Pombia,IT,45.653,8.6336,53.62,91,0,6.91,clear sky
556,Acari,PE,-15.4311,-74.6158,66.65,64,26,3.98,scattered clouds
557,Qasigiannguit,GL,68.8193,-51.1922,19.65,75,55,7.18,broken clouds
558,Tera,NE,14.0078,0.7531,88.27,39,89,6.71,overcast clouds
559,Porto Walter,BR,-8.2686,-72.7439,77.85,75,63,3.13,broken clouds
560,Juegang,CN,32.3174,121.1855,66.97,50,96,4.36,light rain
561,Magistralnyy,RU,56.1725,107.4458,35.4,71,75,3.31,broken clouds
562,Yar-Sale,RU,66.8333,70.8333,27.14,94,89,8.61,overcast clouds
563,Isangel,VU,-19.55,169.2667,84.31,70,20,11.5,light rain
564,Maymyo,MM,22.0333,96.4667,67.37,87,60,1.39,light rain
565,Namanga,KE,-2.5433,36.7905,65.14,82,78,5.59,broken clouds
566,Sao Pedro Do Sul,BR,-29.6206,-54.1789,61.57,82,2,5.23,clear sky
567,Sao Raimundo Nonato,BR,-9.0153,-42.6994,76.24,82,100,2.64,overcast clouds
568,Brewster,US,41.3973,-73.6171,60.15,76,100,1.01,overcast clouds
569,Thinadhoo,MV,0.5333,72.9333,83.21,68,42,13.22,scattered clouds
570,Rzhev,RU,56.2624,34.3282,41.0,77,99,14.99,overcast clouds
571,Great Falls,US,47.5002,-111.3008,61.99,40,90,10.36,overcast clouds
572,Vilhena,BR,-12.7406,-60.1458,70.14,95,100,3.8,overcast clouds
573,Tilichiki,RU,60.4667,166.1,10.81,80,16,6.04,few clouds
574,San Quintin,MX,30.4833,-115.95,63.99,84,5,16.44,clear sky
575,Teguise,ES,29.0605,-13.564,68.22,64,90,14.97,overcast clouds
576,Kaeo,NZ,-35.1,173.7833,60.33,97,100,18.97,overcast clouds
577,Morros,BR,-9.4467,-46.3003,73.29,89,100,0.98,moderate rain
578,Hit,IQ,33.6416,42.8251,69.69,27,0,7.4,clear sky
579,Deputatskiy,RU,69.3,139.9,-0.74,96,95,0.25,overcast clouds
580,Kieta,PG,-6.2167,155.6333,85.5,67,24,7.0,few clouds
581,Emerald,AU,-23.5333,148.1667,95.34,33,2,17.02,clear sky
582,Dauphin,CA,51.1494,-100.0502,36.34,91,100,5.23,overcast clouds
583,Guarapari,BR,-20.6667,-40.4975,67.86,86,94,2.73,overcast clouds
584,Smirnykh,RU,49.75,142.8333,42.49,58,50,6.78,scattered clouds
585,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,71.94,51,5,6.62,clear sky
586,Maralal,KE,1.0968,36.698,58.87,77,63,4.7,broken clouds
587,San-Pedro,CI,4.7485,-6.6363,75.94,91,78,5.39,light rain
588,Yenagoa,NG,4.9247,6.2642,73.85,97,100,0.98,light rain
589,Port-Gentil,GA,-0.7193,8.7815,78.13,83,100,12.77,overcast clouds
590,Pagudpud,PH,18.5616,120.7868,85.06,71,91,14.29,overcast clouds
591,Ojinaga,MX,29.5667,-104.4167,83.41,41,1,9.22,clear sky
592,Saint-Pierre,RE,-21.3393,55.4781,73.04,77,20,4.61,few clouds
593,Lasa,IT,46.6166,10.7002,41.36,80,20,4.14,few clouds
594,Haines Junction,CA,60.7522,-137.5108,35.38,99,100,3.87,light rain
595,Pocatello,US,42.8713,-112.4455,60.71,31,90,8.01,overcast clouds
596,Vestmannaeyjar,IS,63.4427,-20.2734,48.76,97,100,7.09,overcast clouds
597,Vigrestad,NO,58.5667,5.7,45.0,60,97,21.81,overcast clouds
598,Qom,IR,34.6401,50.8764,52.72,35,0,1.68,clear sky
599,Allapalli,IN,19.4167,80.0667,67.89,74,8,1.86,clear sky
600,Balaipungut,ID,1.05,101.2833,82.81,72,45,1.3,scattered clouds
601,North Platte,US,41.1239,-100.7654,55.38,65,1,1.01,clear sky
602,Sao Joao Da Barra,BR,-21.6403,-41.0511,69.15,80,17,6.8,few clouds
603,Porbandar,IN,21.6422,69.6093,71.58,94,40,3.44,haze
604,Asau,RO,46.4333,26.4,53.76,73,100,4.41,overcast clouds
605,Yerbogachen,RU,61.2767,108.0108,36.88,73,61,9.13,broken clouds
606,Nemuro,JP,43.3236,145.575,47.77,77,99,8.41,overcast clouds
607,Lahij,YE,13.1667,44.5833,75.56,81,31,5.57,scattered clouds
608,Samarai,PG,-10.6167,150.6667,81.95,74,100,13.82,overcast clouds
609,Lokosovo,RU,61.1333,74.8167,35.4,96,100,14.09,overcast clouds
610,Tessalit,ML,20.1986,1.0114,79.12,23,5,8.19,clear sky
611,Helong,CN,42.5397,128.9972,50.47,35,0,4.14,clear sky
612,Santa Teresa,VE,10.2341,-66.6631,72.34,99,58,1.79,broken clouds
613,Necochea,AR,-38.5473,-58.7368,52.03,91,100,4.47,light rain
614,Louisville,US,38.2542,-85.7594,56.21,81,90,3.0,overcast clouds
615,General Pico,AR,-35.6566,-63.7568,56.32,86,92,2.33,moderate rain
616,Surskoye,RU,54.4821,46.7214,45.27,81,5,12.06,clear sky
617,San Carlos De Bariloche,AR,-41.1456,-71.3082,44.35,53,40,20.71,scattered clouds
618,Mnogovershinnyy,RU,53.9353,139.9242,37.22,82,91,10.38,overcast clouds
619,Havre-Saint-Pierre,CA,50.2334,-63.5986,46.76,100,90,14.97,overcast clouds
620,Chitral,PK,35.8462,71.7858,36.05,53,17,8.34,few clouds
621,Mayumba,GA,-3.432,10.6554,77.13,87,100,5.41,overcast clouds
622,Lerwick,GB,60.1545,-1.1494,42.8,65,100,5.82,overcast clouds
623,Horodyshche,UA,49.2849,31.4451,49.78,69,58,9.64,broken clouds
624,Linxia,CN,35.6003,103.2064,47.59,75,91,2.04,overcast clouds
625,Dillon,US,34.4166,-79.3712,68.83,44,31,6.53,scattered clouds
626,Asyut,EG,27.181,31.1837,67.69,63,2,12.46,clear sky
627,Keokuk,US,40.3973,-91.3849,52.09,87,72,0.0,broken clouds
628,Santa Ana,US,33.7456,-117.8678,68.79,82,1,3.44,clear sky
629,Richards Bay,ZA,-28.783,32.0377,66.81,88,3,3.09,clear sky
630,Roald,NO,62.5833,6.1333,44.74,76,40,6.91,scattered clouds
631,Burley,US,42.5357,-113.7928,55.36,54,40,17.27,scattered clouds
632,Bontang,ID,0.1333,117.5,81.66,74,100,9.73,overcast clouds
633,Yumen,CN,40.2833,97.2,45.16,27,0,14.7,clear sky
634,Isilkul,RU,54.9109,71.2728,43.65,76,100,20.47,overcast clouds
635,Sarkand,KZ,45.41,79.9186,31.48,66,32,6.64,scattered clouds
636,Whitianga,NZ,-36.8333,175.7,61.02,75,100,16.69,overcast clouds
637,Namibe,AO,-15.1961,12.1522,64.51,69,68,9.51,broken clouds
638,Taltal,CL,-25.4,-70.4833,57.65,78,41,2.46,scattered clouds
639,Primorsko-Akhtarsk,RU,46.0497,38.1747,54.45,95,20,8.75,few clouds
640,Sakakah,SA,29.9697,40.2064,66.42,36,0,8.32,clear sky
641,Sisimiut,GL,66.9395,-53.6735,21.07,73,8,8.7,clear sky
642,Ewa Beach,US,21.3156,-158.0072,84.15,55,1,15.99,clear sky
643,Spas-Demensk,RU,54.4122,34.0226,40.73,74,72,12.21,broken clouds
644,Kokrajhar,IN,26.399,90.2718,72.79,80,5,5.95,clear sky
645,Vagay,RU,57.9375,69.0217,44.33,94,100,12.3,light rain
646,Tazovskiy,RU,67.4667,78.7,21.78,97,87,2.01,overcast clouds
647,Dakar,SN,14.6937,-17.4441,77.88,68,5,10.67,clear sky
648,Alpena,US,45.0617,-83.4327,40.1,93,100,4.12,overcast clouds
649,Moussoro,TD,13.6408,16.4901,85.5,18,11,10.47,few clouds
650,Tecoanapa,MX,16.5167,-98.75,75.07,92,100,7.25,overcast clouds
651,Pierre,US,44.3683,-100.351,45.86,81,1,1.99,clear sky
652,Poitiers,FR,46.5833,0.3333,36.01,100,0,2.3,clear sky
653,Ballina,AU,-28.8667,153.5667,86.77,67,0,8.61,clear sky
654,Maardu,EE,59.4767,25.025,39.18,88,90,11.01,light rain
655,Mpongwe,ZM,-13.5091,28.155,67.59,52,0,3.71,clear sky
656,Faridpur,BD,23.6,89.8333,80.6,72,0,4.27,clear sky
657,Kasongo,CD,-4.45,26.6667,67.01,96,100,2.62,overcast clouds
658,Pucallpa,PE,-8.3791,-74.5539,81.16,63,29,2.73,scattered clouds
